"Time","POB","VPB","Core Load Switches","Payload Load Switches","Motor","Solar"
2026-03-06 06:50:00,-651 mWh,0 Wh,-5.80 Wh,-932 mWh,0 Wh,2.14 Wh
2026-03-06 07:00:00,-1.33 Wh,0 Wh,-11.5 Wh,-1.85 Wh,0 Wh,4.25 Wh
2026-03-06 07:10:00,-2.02 Wh,0 Wh,-17.1 Wh,-2.77 Wh,0 Wh,6.34 Wh
2026-03-06 07:20:00,-2.70 Wh,0 Wh,-22.7 Wh,-3.69 Wh,0 Wh,8.44 Wh
2026-03-06 07:30:00,-3.38 Wh,0 Wh,-28.4 Wh,-4.61 Wh,0 Wh,10.5 Wh
2026-03-06 07:40:00,-3.38 Wh,0 Wh,-28.4 Wh,-4.61 Wh,0 Wh,10.5 Wh
2026-03-06 07:50:00,-4.05 Wh,0 Wh,-28.4 Wh,-5.53 Wh,0 Wh,12.6 Wh
2026-03-06 08:00:00,-4.77 Wh,0 Wh,-33.9 Wh,-6.46 Wh,0 Wh,14.7 Wh
2026-03-06 08:10:00,-5.46 Wh,0 Wh,-39.5 Wh,-7.38 Wh,0 Wh,16.8 Wh
2026-03-06 08:20:00,-6.15 Wh,0 Wh,-45.2 Wh,-8.30 Wh,0 Wh,18.9 Wh
2026-03-06 08:30:00,-6.84 Wh,0 Wh,-50.8 Wh,-9.22 Wh,0 Wh,21.0 Wh
2026-03-06 08:40:00,-7.53 Wh,0 Wh,-56.4 Wh,-10.1 Wh,0 Wh,23.1 Wh
2026-03-06 08:50:00,-8.21 Wh,0 Wh,-62.1 Wh,-11.1 Wh,0 Wh,25.2 Wh
2026-03-06 09:00:00,-8.91 Wh,0 Wh,-67.7 Wh,-12.0 Wh,0 Wh,27.3 Wh
2026-03-06 09:10:00,-9.60 Wh,0 Wh,-73.4 Wh,-12.9 Wh,0 Wh,29.4 Wh
2026-03-06 09:20:00,-10.3 Wh,0 Wh,-79.0 Wh,-13.8 Wh,0 Wh,31.5 Wh
2026-03-06 09:30:00,-11.0 Wh,0 Wh,-84.6 Wh,-14.8 Wh,0 Wh,33.6 Wh
2026-03-06 09:40:00,-11.7 Wh,0 Wh,-90.3 Wh,-15.7 Wh,0 Wh,35.7 Wh
2026-03-06 09:50:00,-12.3 Wh,0 Wh,-95.9 Wh,-16.6 Wh,0 Wh,37.8 Wh
2026-03-06 10:00:00,-13.0 Wh,0 Wh,-102 Wh,-17.6 Wh,0 Wh,39.9 Wh
2026-03-06 10:10:00,-13.7 Wh,0 Wh,-107 Wh,-18.5 Wh,0 Wh,42.0 Wh
2026-03-06 10:20:00,-14.4 Wh,0 Wh,-113 Wh,-19.4 Wh,0 Wh,44.0 Wh
2026-03-06 10:30:00,-15.1 Wh,0 Wh,-117 Wh,-20.2 Wh,0 Wh,46.0 Wh
2026-03-06 10:40:00,-15.8 Wh,0 Wh,-117 Wh,-21.1 Wh,0 Wh,47.9 Wh
2026-03-06 10:50:00,-16.5 Wh,0 Wh,-117 Wh,-22.0 Wh,0 Wh,49.9 Wh
2026-03-06 11:00:00,-17.1 Wh,0 Wh,-123 Wh,-22.9 Wh,0 Wh,52.0 Wh
2026-03-06 11:10:00,-17.8 Wh,0 Wh,-130 Wh,-23.7 Wh,0 Wh,54.4 Wh
2026-03-06 11:20:00,-18.6 Wh,0 Wh,-136 Wh,-24.6 Wh,-6.14 Wh,59.7 Wh
2026-03-06 11:30:00,-19.7 Wh,0 Wh,-143 Wh,-25.5 Wh,-27.7 Wh,69.3 Wh
2026-03-06 11:40:00,-20.8 Wh,0 Wh,-150 Wh,-26.4 Wh,-51.7 Wh,81.7 Wh
2026-03-06 11:50:00,-21.9 Wh,0 Wh,-156 Wh,-27.3 Wh,-77.0 Wh,96.5 Wh
2026-03-06 12:00:00,-23.1 Wh,0 Wh,-162 Wh,-28.2 Wh,-103 Wh,114 Wh
2026-03-06 12:10:00,-24.2 Wh,0 Wh,-167 Wh,-29.0 Wh,-130 Wh,135 Wh
2026-03-06 12:20:00,-25.3 Wh,0 Wh,-172 Wh,-29.7 Wh,-156 Wh,159 Wh
2026-03-06 12:30:00,-26.5 Wh,0 Wh,-176 Wh,-30.4 Wh,-179 Wh,182 Wh
2026-03-06 12:40:00,-27.7 Wh,0 Wh,-181 Wh,-31.2 Wh,-213 Wh,211 Wh
2026-03-06 12:50:00,-28.8 Wh,0 Wh,-185 Wh,-31.9 Wh,-250 Wh,243 Wh
2026-03-06 13:00:00,-30.0 Wh,0 Wh,-190 Wh,-32.6 Wh,-288 Wh,275 Wh
2026-03-06 13:10:00,-31.3 Wh,0 Wh,-194 Wh,-33.3 Wh,-326 Wh,307 Wh
2026-03-06 13:20:00,-32.4 Wh,0 Wh,-199 Wh,-34.1 Wh,-359 Wh,340 Wh
2026-03-06 13:30:00,-33.6 Wh,0 Wh,-203 Wh,-34.8 Wh,-392 Wh,373 Wh
2026-03-06 13:40:00,-34.9 Wh,0 Wh,-208 Wh,-35.5 Wh,-425 Wh,407 Wh
2026-03-06 13:50:00,-36.0 Wh,0 Wh,-212 Wh,-36.2 Wh,-458 Wh,440 Wh
2026-03-06 14:00:00,-37.2 Wh,0 Wh,-217 Wh,-37.0 Wh,-491 Wh,473 Wh
2026-03-06 14:10:00,-38.3 Wh,0 Wh,-222 Wh,-37.7 Wh,-523 Wh,504 Wh
2026-03-06 14:20:00,-39.4 Wh,0 Wh,-226 Wh,-38.4 Wh,-554 Wh,534 Wh
2026-03-06 14:30:00,-40.5 Wh,0 Wh,-231 Wh,-39.1 Wh,-583 Wh,564 Wh
2026-03-06 14:40:00,-41.7 Wh,0 Wh,-235 Wh,-39.8 Wh,-610 Wh,592 Wh
2026-03-06 14:50:00,-42.8 Wh,0 Wh,-240 Wh,-40.6 Wh,-634 Wh,619 Wh
2026-03-06 15:00:00,-44.0 Wh,0 Wh,-244 Wh,-41.3 Wh,-659 Wh,645 Wh
2026-03-06 15:10:00,-45.2 Wh,0 Wh,-249 Wh,-42.0 Wh,-683 Wh,670 Wh
2026-03-06 15:20:00,-46.3 Wh,0 Wh,-253 Wh,-42.7 Wh,-709 Wh,694 Wh
2026-03-06 15:30:00,-47.4 Wh,0 Wh,-258 Wh,-43.5 Wh,-738 Wh,715 Wh
2026-03-06 15:40:00,-48.6 Wh,0 Wh,-262 Wh,-44.2 Wh,-766 Wh,735 Wh
2026-03-06 15:50:00,-49.7 Wh,0 Wh,-267 Wh,-44.9 Wh,-791 Wh,754 Wh
2026-03-06 16:00:00,-50.8 Wh,0 Wh,-271 Wh,-45.6 Wh,-816 Wh,771 Wh
2026-03-06 16:10:00,-52.0 Wh,0 Wh,-276 Wh,-46.4 Wh,-840 Wh,787 Wh
2026-03-06 16:20:00,-53.1 Wh,0 Wh,-280 Wh,-47.1 Wh,-865 Wh,801 Wh
2026-03-06 16:30:00,-54.2 Wh,0 Wh,-285 Wh,-47.8 Wh,-890 Wh,813 Wh
2026-03-06 16:40:00,-55.3 Wh,0 Wh,-289 Wh,-48.5 Wh,-915 Wh,824 Wh
2026-03-06 16:50:00,-56.5 Wh,0 Wh,-294 Wh,-49.2 Wh,-939 Wh,833 Wh
2026-03-06 17:00:00,-57.6 Wh,0 Wh,-298 Wh,-49.9 Wh,-964 Wh,841 Wh
2026-03-06 17:10:00,-58.7 Wh,0 Wh,-303 Wh,-50.7 Wh,-988 Wh,847 Wh
2026-03-06 17:20:00,-59.8 Wh,0 Wh,-308 Wh,-51.4 Wh,-1.01 kWh,852 Wh
2026-03-06 17:30:00,-60.9 Wh,0 Wh,-312 Wh,-52.1 Wh,-1.04 kWh,857 Wh
2026-03-06 17:40:00,-62.0 Wh,0 Wh,-317 Wh,-52.8 Wh,-1.06 kWh,860 Wh
2026-03-06 17:50:00,-63.2 Wh,0 Wh,-321 Wh,-53.5 Wh,-1.09 kWh,863 Wh
2026-03-06 18:00:00,-64.4 Wh,0 Wh,-326 Wh,-54.3 Wh,-1.11 kWh,865 Wh
2026-03-06 18:10:00,-65.5 Wh,0 Wh,-330 Wh,-55.0 Wh,-1.14 kWh,867 Wh
2026-03-06 18:20:00,-66.6 Wh,0 Wh,-335 Wh,-55.7 Wh,-1.15 kWh,869 Wh
2026-03-06 18:30:00,-67.9 Wh,0 Wh,-339 Wh,-56.4 Wh,-1.17 kWh,871 Wh
2026-03-06 18:40:00,-69.1 Wh,0 Wh,-344 Wh,-57.1 Wh,-1.19 kWh,873 Wh
2026-03-06 18:50:00,-70.2 Wh,0 Wh,-349 Wh,-57.8 Wh,-1.21 kWh,875 Wh
2026-03-06 19:00:00,-71.3 Wh,0 Wh,-354 Wh,-58.6 Wh,-1.23 kWh,877 Wh
2026-03-06 19:10:00,-72.5 Wh,0 Wh,-358 Wh,-59.3 Wh,-1.25 kWh,879 Wh
2026-03-06 19:20:00,-73.6 Wh,0 Wh,-363 Wh,-60.0 Wh,-1.28 kWh,881 Wh
2026-03-06 19:30:00,-74.8 Wh,0 Wh,-368 Wh,-60.7 Wh,-1.30 kWh,883 Wh
2026-03-06 19:40:00,-75.9 Wh,0 Wh,-373 Wh,-61.4 Wh,-1.32 kWh,885 Wh
2026-03-06 19:50:00,-77.2 Wh,0 Wh,-377 Wh,-62.1 Wh,-1.35 kWh,887 Wh
2026-03-06 20:00:00,-78.4 Wh,0 Wh,-382 Wh,-62.8 Wh,-1.37 kWh,889 Wh
2026-03-06 20:10:00,-79.5 Wh,0 Wh,-387 Wh,-63.6 Wh,-1.37 kWh,891 Wh
2026-03-06 20:20:00,-80.5 Wh,0 Wh,-392 Wh,-64.3 Wh,-1.38 kWh,893 Wh
2026-03-06 20:30:00,-81.7 Wh,0 Wh,-397 Wh,-65.0 Wh,-1.38 kWh,895 Wh
2026-03-06 20:40:00,-82.8 Wh,0 Wh,-401 Wh,-65.7 Wh,-1.39 kWh,897 Wh
2026-03-06 20:50:00,-84.0 Wh,0 Wh,-406 Wh,-66.4 Wh,-1.39 kWh,899 Wh
2026-03-06 21:00:00,-85.0 Wh,0 Wh,-410 Wh,-67.1 Wh,-1.40 kWh,901 Wh
2026-03-06 21:10:00,-86.1 Wh,0 Wh,-415 Wh,-67.8 Wh,-1.40 kWh,903 Wh
2026-03-06 21:20:00,-87.2 Wh,0 Wh,-419 Wh,-68.5 Wh,-1.41 kWh,905 Wh
2026-03-06 21:30:00,-88.3 Wh,0 Wh,-424 Wh,-69.2 Wh,-1.41 kWh,907 Wh
2026-03-06 21:40:00,-89.4 Wh,0 Wh,-429 Wh,-69.9 Wh,-1.42 kWh,909 Wh
2026-03-06 21:50:00,-90.5 Wh,0 Wh,-433 Wh,-70.7 Wh,-1.42 kWh,911 Wh
2026-03-06 22:00:00,-91.6 Wh,0 Wh,-438 Wh,-71.4 Wh,-1.42 kWh,913 Wh
2026-03-06 22:10:00,-92.8 Wh,0 Wh,-442 Wh,-72.1 Wh,-1.42 kWh,915 Wh
2026-03-06 22:20:00,-93.8 Wh,0 Wh,-447 Wh,-72.8 Wh,-1.43 kWh,917 Wh
2026-03-06 22:30:00,-94.9 Wh,0 Wh,-451 Wh,-73.5 Wh,-1.43 kWh,919 Wh
2026-03-06 22:40:00,-96.0 Wh,0 Wh,-456 Wh,-74.2 Wh,-1.43 kWh,921 Wh
2026-03-06 22:50:00,-97.1 Wh,0 Wh,-461 Wh,-75.0 Wh,-1.43 kWh,923 Wh
2026-03-06 23:00:00,-97.8 Wh,0 Wh,-465 Wh,-75.7 Wh,-1.43 kWh,925 Wh
2026-03-06 23:10:00,-98.5 Wh,0 Wh,-470 Wh,-76.4 Wh,-1.43 kWh,927 Wh
2026-03-06 23:20:00,-99.2 Wh,0 Wh,-474 Wh,-77.1 Wh,-1.43 kWh,929 Wh
2026-03-06 23:30:00,-99.9 Wh,0 Wh,-479 Wh,-77.8 Wh,-1.43 kWh,931 Wh
2026-03-06 23:40:00,-101 Wh,0 Wh,-484 Wh,-78.5 Wh,-1.43 kWh,933 Wh
2026-03-06 23:50:00,-101 Wh,0 Wh,-488 Wh,-79.2 Wh,-1.43 kWh,935 Wh
2026-03-07 00:00:00,-102 Wh,0 Wh,-493 Wh,-79.9 Wh,-1.43 kWh,937 Wh
2026-03-07 00:10:00,-103 Wh,0 Wh,-497 Wh,-80.7 Wh,-1.43 kWh,939 Wh
2026-03-07 00:20:00,-103 Wh,0 Wh,-502 Wh,-81.4 Wh,-1.43 kWh,941 Wh
2026-03-07 00:30:00,-104 Wh,0 Wh,-507 Wh,-82.1 Wh,-1.43 kWh,943 Wh
2026-03-07 00:40:00,-105 Wh,0 Wh,-511 Wh,-82.8 Wh,-1.43 kWh,945 Wh
2026-03-07 00:50:00,-106 Wh,0 Wh,-516 Wh,-83.5 Wh,-1.43 kWh,947 Wh
2026-03-07 01:00:00,-106 Wh,0 Wh,-520 Wh,-84.2 Wh,-1.43 kWh,949 Wh
2026-03-07 01:10:00,-107 Wh,0 Wh,-525 Wh,-84.9 Wh,-1.43 kWh,951 Wh
2026-03-07 01:20:00,-108 Wh,0 Wh,-529 Wh,-85.6 Wh,-1.43 kWh,953 Wh
2026-03-07 01:30:00,-108 Wh,0 Wh,-534 Wh,-86.3 Wh,-1.43 kWh,955 Wh
2026-03-07 01:40:00,-109 Wh,0 Wh,-539 Wh,-87.0 Wh,-1.43 kWh,957 Wh
2026-03-07 01:50:00,-110 Wh,0 Wh,-543 Wh,-87.7 Wh,-1.44 kWh,959 Wh
2026-03-07 02:00:00,-111 Wh,0 Wh,-548 Wh,-88.5 Wh,-1.44 kWh,961 Wh
2026-03-07 02:10:00,-112 Wh,0 Wh,-552 Wh,-89.2 Wh,-1.44 kWh,963 Wh
2026-03-07 02:20:00,-113 Wh,0 Wh,-557 Wh,-89.9 Wh,-1.44 kWh,965 Wh
2026-03-07 02:30:00,-113 Wh,0 Wh,-562 Wh,-90.6 Wh,-1.44 kWh,967 Wh
2026-03-07 02:40:00,-114 Wh,0 Wh,-566 Wh,-91.3 Wh,-1.44 kWh,969 Wh
2026-03-07 02:50:00,-115 Wh,0 Wh,-571 Wh,-92.0 Wh,-1.44 kWh,971 Wh
2026-03-07 03:00:00,-115 Wh,0 Wh,-576 Wh,-92.7 Wh,-1.44 kWh,973 Wh
2026-03-07 03:10:00,-116 Wh,0 Wh,-580 Wh,-93.4 Wh,-1.44 kWh,975 Wh
2026-03-07 03:20:00,-117 Wh,0 Wh,-585 Wh,-94.1 Wh,-1.44 kWh,977 Wh
2026-03-07 03:30:00,-118 Wh,0 Wh,-589 Wh,-94.9 Wh,-1.44 kWh,979 Wh
2026-03-07 03:40:00,-118 Wh,0 Wh,-594 Wh,-95.6 Wh,-1.44 kWh,980 Wh
2026-03-07 03:50:00,-119 Wh,0 Wh,-599 Wh,-96.3 Wh,-1.44 kWh,982 Wh
2026-03-07 04:00:00,-120 Wh,0 Wh,-604 Wh,-97.0 Wh,-1.44 kWh,984 Wh
2026-03-07 04:10:00,-121 Wh,0 Wh,-609 Wh,-97.7 Wh,-1.44 kWh,986 Wh
2026-03-07 04:20:00,-122 Wh,0 Wh,-614 Wh,-98.4 Wh,-1.45 kWh,988 Wh
2026-03-07 04:30:00,-123 Wh,0 Wh,-618 Wh,-99.1 Wh,-1.46 kWh,990 Wh
2026-03-07 04:40:00,-124 Wh,0 Wh,-623 Wh,-99.8 Wh,-1.46 kWh,992 Wh
2026-03-07 04:50:00,-124 Wh,0 Wh,-628 Wh,-101 Wh,-1.46 kWh,994 Wh
2026-03-07 05:00:00,-125 Wh,0 Wh,-633 Wh,-101 Wh,-1.46 kWh,996 Wh
2026-03-07 05:10:00,-126 Wh,0 Wh,-638 Wh,-102 Wh,-1.46 kWh,998 Wh
2026-03-07 05:20:00,-126 Wh,0 Wh,-643 Wh,-103 Wh,-1.46 kWh,1.00 kWh
2026-03-07 05:30:00,-128 Wh,0 Wh,-648 Wh,-103 Wh,-1.47 kWh,1.00 kWh
2026-03-07 05:40:00,-129 Wh,0 Wh,-653 Wh,-104 Wh,-1.47 kWh,1.00 kWh
2026-03-07 05:50:00,-129 Wh,0 Wh,-658 Wh,-105 Wh,-1.47 kWh,1.01 kWh
2026-03-07 06:00:00,-131 Wh,0 Wh,-663 Wh,-106 Wh,-1.47 kWh,1.01 kWh
2026-03-07 06:10:00,-132 Wh,0 Wh,-668 Wh,-106 Wh,-1.48 kWh,1.01 kWh
2026-03-07 06:20:00,-132 Wh,0 Wh,-673 Wh,-107 Wh,-1.48 kWh,1.01 kWh
2026-03-07 06:30:00,-134 Wh,0 Wh,-677 Wh,-108 Wh,-1.48 kWh,1.01 kWh
2026-03-07 06:40:00,-135 Wh,0 Wh,-682 Wh,-108 Wh,-1.49 kWh,1.02 kWh
2026-03-07 06:50:00,-135 Wh,0 Wh,-687 Wh,-109 Wh,-1.49 kWh,1.02 kWh
2026-03-07 07:00:00,-136 Wh,0 Wh,-692 Wh,-110 Wh,-1.49 kWh,1.02 kWh
2026-03-07 07:10:00,-137 Wh,0 Wh,-697 Wh,-110 Wh,-1.50 kWh,1.03 kWh
2026-03-07 07:20:00,-139 Wh,0 Wh,-702 Wh,-111 Wh,-1.51 kWh,1.03 kWh
2026-03-07 07:30:00,-140 Wh,0 Wh,-707 Wh,-112 Wh,-1.51 kWh,1.04 kWh
2026-03-07 07:40:00,-141 Wh,0 Wh,-712 Wh,-113 Wh,-1.52 kWh,1.04 kWh
2026-03-07 07:50:00,-142 Wh,0 Wh,-717 Wh,-113 Wh,-1.52 kWh,1.05 kWh
2026-03-07 08:00:00,-143 Wh,0 Wh,-722 Wh,-114 Wh,-1.53 kWh,1.06 kWh
2026-03-07 08:10:00,-144 Wh,0 Wh,-726 Wh,-115 Wh,-1.54 kWh,1.07 kWh
2026-03-07 08:20:00,-145 Wh,0 Wh,-731 Wh,-115 Wh,-1.55 kWh,1.08 kWh
2026-03-07 08:30:00,-146 Wh,0 Wh,-736 Wh,-116 Wh,-1.56 kWh,1.09 kWh
2026-03-07 08:40:00,-147 Wh,0 Wh,-740 Wh,-117 Wh,-1.56 kWh,1.10 kWh
2026-03-07 08:50:00,-148 Wh,0 Wh,-745 Wh,-118 Wh,-1.57 kWh,1.11 kWh
2026-03-07 09:00:00,-149 Wh,0 Wh,-750 Wh,-118 Wh,-1.58 kWh,1.13 kWh
2026-03-07 09:10:00,-151 Wh,0 Wh,-754 Wh,-119 Wh,-1.59 kWh,1.15 kWh
2026-03-07 09:20:00,-152 Wh,0 Wh,-759 Wh,-120 Wh,-1.60 kWh,1.16 kWh
2026-03-07 09:30:00,-153 Wh,0 Wh,-764 Wh,-121 Wh,-1.60 kWh,1.18 kWh
2026-03-07 09:40:00,-154 Wh,0 Wh,-768 Wh,-121 Wh,-1.61 kWh,1.20 kWh
2026-03-07 09:50:00,-155 Wh,0 Wh,-773 Wh,-122 Wh,-1.61 kWh,1.22 kWh
2026-03-07 10:00:00,-156 Wh,0 Wh,-778 Wh,-123 Wh,-1.62 kWh,1.24 kWh
2026-03-07 10:10:00,-157 Wh,0 Wh,-782 Wh,-123 Wh,-1.63 kWh,1.26 kWh
2026-03-07 10:20:00,-158 Wh,0 Wh,-787 Wh,-124 Wh,-1.63 kWh,1.28 kWh
2026-03-07 10:30:00,-159 Wh,0 Wh,-792 Wh,-125 Wh,-1.64 kWh,1.31 kWh
2026-03-07 10:40:00,-160 Wh,0 Wh,-796 Wh,-126 Wh,-1.64 kWh,1.33 kWh
2026-03-07 10:50:00,-161 Wh,0 Wh,-801 Wh,-126 Wh,-1.65 kWh,1.35 kWh
2026-03-07 11:00:00,-162 Wh,0 Wh,-806 Wh,-127 Wh,-1.65 kWh,1.38 kWh
2026-03-07 11:10:00,-163 Wh,0 Wh,-810 Wh,-128 Wh,-1.66 kWh,1.40 kWh
2026-03-07 11:20:00,-164 Wh,0 Wh,-815 Wh,-129 Wh,-1.67 kWh,1.43 kWh
2026-03-07 11:30:00,-165 Wh,0 Wh,-819 Wh,-129 Wh,-1.67 kWh,1.46 kWh
2026-03-07 11:40:00,-166 Wh,0 Wh,-824 Wh,-130 Wh,-1.67 kWh,1.49 kWh
2026-03-07 11:50:00,-168 Wh,0 Wh,-829 Wh,-131 Wh,-1.68 kWh,1.52 kWh
2026-03-07 12:00:00,-169 Wh,0 Wh,-833 Wh,-131 Wh,-1.68 kWh,1.55 kWh
2026-03-07 12:10:00,-170 Wh,0 Wh,-838 Wh,-132 Wh,-1.69 kWh,1.58 kWh
2026-03-07 12:20:00,-171 Wh,0 Wh,-843 Wh,-133 Wh,-1.69 kWh,1.61 kWh
2026-03-07 12:30:00,-172 Wh,0 Wh,-847 Wh,-134 Wh,-1.70 kWh,1.64 kWh
2026-03-07 12:40:00,-173 Wh,0 Wh,-852 Wh,-134 Wh,-1.70 kWh,1.67 kWh
2026-03-07 12:50:00,-174 Wh,0 Wh,-857 Wh,-135 Wh,-1.71 kWh,1.71 kWh
2026-03-07 13:00:00,-175 Wh,0 Wh,-861 Wh,-136 Wh,-1.72 kWh,1.74 kWh
2026-03-07 13:10:00,-176 Wh,0 Wh,-866 Wh,-137 Wh,-1.72 kWh,1.78 kWh
2026-03-07 13:20:00,-177 Wh,0 Wh,-871 Wh,-137 Wh,-1.73 kWh,1.81 kWh
2026-03-07 13:30:00,-178 Wh,0 Wh,-875 Wh,-138 Wh,-1.73 kWh,1.84 kWh
2026-03-07 13:40:00,-179 Wh,0 Wh,-880 Wh,-139 Wh,-1.74 kWh,1.87 kWh
2026-03-07 13:50:00,-180 Wh,0 Wh,-885 Wh,-139 Wh,-1.74 kWh,1.90 kWh
2026-03-07 14:00:00,-181 Wh,0 Wh,-889 Wh,-140 Wh,-1.75 kWh,1.93 kWh
2026-03-07 14:10:00,-182 Wh,0 Wh,-894 Wh,-141 Wh,-1.76 kWh,1.95 kWh
